Customer_ID,First_Name,D_State,D_Email,Test_Variable,Days_in_Between,Int_T_Email,Int_T_State,Outcome
3583,Marquis,1,0,control,200,0,11,0
3584,Zelma,0,0,test,200,0,0,0
3585,Kole,0,0,test,200,0,0,0
3586,Napoleon,1,1,control,200,11,11,0
3587,Yasmeen,1,0,control,200,0,11,0
3588,Kaylie,1,1,test,200,11,11,0
3589,Millie,1,1,control,200,11,11,0
3590,Timmy,1,1,test,200,11,11,0
3591,Layla,0,0,test,200,0,0,0
3592,Mariela,0,0,test,200,0,0,0
3593,Regan,1,0,control,200,0,11,0
3594,Yasmeen,1,1,test,200,12,12,0
3595,Richmond,0,0,control,200,0,0,0
3596,Alysson,1,1,control,200,12,12,0
3597,Isabel,0,0,control,200,0,0,0
3598,Audreanne,1,1,test,200,12,12,0
3599,Dillon,0,0,control,200,0,0,0
3600,Chance,1,1,control,200,12,12,0
3601,Toni,0,0,test,200,0,0,0
3602,Elmo,0,0,control,200,0,0,0
3603,Destin,0,0,control,200,0,0,0
3604,Jarret,0,0,test,200,0,0,0
3605,Keon,0,0,test,200,0,0,0
3606,Albina,0,0,control,200,0,0,0
3607,Joey,0,0,test,200,0,0,0
3608,Timmothy,0,0,control,200,0,0,0
3609,Glenna,1,0,test,200,0,13,0
3610,Stephon,0,0,test,200,0,0,0
3611,Adam,0,0,test,200,0,0,0
3612,Gracie,1,0,test,200,0,13,0
3613,Kiarra,0,0,test,200,0,0,0
3614,Zackary,0,0,test,200,0,0,0
3615,Armand,1,0,control,200,0,14,0
3616,Iva,1,0,test,200,0,14,0
3617,Quinn,0,0,control,200,0,0,0
3618,Brianne,0,0,control,200,0,0,0
3619,Lia,0,0,test,200,0,0,0
3620,Dane,0,0,control,200,0,0,0
3621,Remington,0,0,control,200,0,0,0
3622,Ubaldo,0,0,test,200,0,0,0
3623,Annabelle,0,0,control,200,0,0,0
3624,Leif,0,0,test,200,0,0,0
3625,Mabel,1,0,test,200,0,15,0
3626,Kayden,1,0,control,200,0,15,0
3627,Maya,1,0,control,200,0,15,0
3628,Howell,0,0,control,200,0,0,0
3629,Harmony,0,0,control,200,0,0,0
3630,Magnus,0,0,test,200,0,0,0
3631,Carolyne,0,0,test,200,0,0,0
3632,Percy,1,1,control,200,15,15,0
3633,Abigail,1,0,control,200,0,15,0
3634,Akeem,1,0,control,200,0,15,0
3635,Luella,0,0,control,200,0,0,0
3636,Libby,1,0,control,200,0,15,0
3637,Helen,0,0,control,200,0,0,0
3638,Adell,0,0,test,200,0,0,0
3639,Tony,1,0,control,200,0,16,0
3640,Eriberto,0,0,test,200,0,0,0
3641,Chadd,0,0,control,200,0,0,0
3642,Neva,0,0,test,200,0,0,0
3643,Rylan,0,0,control,200,0,0,0
3644,,0,0,control,200,0,0,0
3645,Alvera,0,1,test,200,16,0,0
3646,Berta,0,0,control,200,0,0,0
3647,Jude,0,0,control,200,0,0,0
3648,Eloisa,1,0,test,200,0,17,0
3649,Lizeth,0,0,control,200,0,0,0
3650,Jace,0,0,test,200,0,0,0
3651,Judge,0,0,control,200,0,0,0
3652,Golden,0,0,test,200,0,0,0
3653,Elvera,0,0,control,200,0,0,0
3654,Meagan,0,0,test,200,0,0,0
3655,Jacques,0,0,control,200,0,0,0
3656,Charlene,1,0,test,200,0,17,0
3657,Madyson,0,0,control,200,0,0,0
3658,Domenic,1,1,test,200,17,17,0
3659,Laury,0,0,control,200,0,0,0
3660,Markus,0,1,control,200,18,0,0
3661,Tate,1,0,control,200,0,18,0
3662,Katrine,0,0,test,200,0,0,0
3663,Melissa,0,0,control,200,0,0,0
3664,Aditya,1,0,test,200,0,18,0
3665,Gilda,1,0,control,200,0,18,0
3666,Gladys,1,0,test,200,0,18,0
3667,Tabitha,1,0,control,200,0,18,0
3668,Kiana,0,0,test,200,0,0,0
3669,Eddie,1,1,test,200,18,18,0
3670,Guillermo,0,0,test,200,0,0,0
3671,Sarah,1,0,control,200,0,19,0
3672,Dennis,0,0,control,200,0,0,0
3673,Hector,0,0,control,200,0,0,0
3674,Rocky,0,0,test,200,0,0,0
3675,Carlo,0,0,control,200,0,0,0
3676,Rossie,1,0,test,200,0,19,0
3677,Audie,1,0,test,200,0,19,0
3678,Dakota,0,0,control,200,0,0,0
3679,Vincenza,0,0,test,200,0,0,0
3680,Megane,1,0,test,200,0,19,0
3681,Houston,1,0,control,200,0,19,0
3682,Leopoldo,1,0,control,200,0,19,0
3683,,0,0,test,200,0,0,0
3684,Adrian,1,0,test,200,0,20,0
3685,Camilla,1,0,control,200,0,20,0
3686,Yesenia,0,0,test,200,0,0,0
3687,Zetta,1,1,test,200,20,20,0
3688,Orlo,1,0,control,200,0,20,0
3689,Nayeli,0,0,control,200,0,0,0
3690,Dina,0,0,control,200,0,0,0
3691,Kameron,1,1,test,200,20,20,0
3692,Trevor,1,0,test,200,0,20,0
3693,Michale,1,0,test,200,0,20,0
3694,Dewayne,1,0,test,200,0,21,0
3695,Gilberto,1,0,control,200,0,21,0
3696,Ila,0,0,control,200,0,0,0
3697,Roel,0,0,control,200,0,0,0
3698,Reid,0,0,test,200,0,0,0
3699,Napoleon,1,0,test,200,0,21,0
3700,Hallie,1,0,test,200,0,21,0
3701,Tavares,1,1,control,200,21,21,0
3702,Emilie,1,0,control,200,0,21,0
3703,Myrtis,1,1,test,200,21,21,0
3704,Cortney,0,0,control,200,0,0,0
3705,Liliane,1,0,control,200,0,21,0
3706,Robyn,1,0,test,200,0,22,0
3707,Marty,1,0,control,200,0,22,0
3708,Triston,0,0,control,200,0,0,0
3709,Amir,1,1,test,200,22,22,0
3710,Kaela,0,1,control,200,22,0,0
3711,Verlie,0,0,control,200,0,0,0
3712,Otho,0,0,test,200,0,0,0
3713,Joshuah,1,0,test,200,0,22,0
3714,Elvis,0,0,control,200,0,0,0
3715,Art,0,0,control,200,0,0,0
3716,Era,1,0,test,200,0,22,0
3717,Marcelo,0,0,test,200,0,0,0
3718,Braeden,1,0,control,200,0,23,0
3719,Dorothea,1,0,control,200,0,23,0
3720,Reta,1,1,control,200,23,23,0
3721,Hobart,0,0,test,200,0,0,0
3722,Leonie,1,0,control,200,0,23,0
3723,Keara,0,0,test,200,0,0,0
3724,Adelle,1,0,control,200,0,23,0
3725,Ari,0,0,test,200,0,0,0
3726,Jaunita,0,0,control,200,0,0,0
3727,Aubree,1,1,test,200,23,23,0
3728,Haylee,1,0,test,200,0,23,0
3729,Zetta,0,0,test,200,0,0,0
3730,Marion,0,0,test,200,0,0,0
3731,Wyman,0,0,test,200,0,0,0
3732,Marion,1,0,test,200,0,0,0
3733,Lorna,1,0,control,200,0,0,0
3734,Meda,0,0,test,200,0,0,0
3735,Gordon,0,0,control,200,0,0,0
3736,Lula,0,0,control,200,0,0,0
3737,Josefina,1,0,control,200,0,0,0
3738,Vida,0,0,control,200,0,0,0
3739,Tyson,0,0,control,200,0,0,0
3740,Tianna,1,1,test,200,0,0,0
3741,Armani,0,1,test,200,0,0,0
3742,Elfrieda,1,0,control,200,0,1,0
3743,Kayla,0,0,control,200,0,0,0
3744,Lexi,1,0,test,200,0,1,0
3745,Suzanne,0,0,control,200,0,0,0
3746,Pat,0,0,test,200,0,0,0
3747,Irwin,1,0,test,200,0,1,0
3748,Cleo,1,1,test,200,1,1,0
3749,,1,0,control,200,0,1,0
3750,Justyn,0,0,test,200,0,0,0
3751,Rasheed,1,1,control,200,1,1,0
3752,Domenica,1,0,test,200,0,1,0
3753,Maymie,1,1,control,200,1,1,0
3754,Fleta,0,0,test,200,0,0,0
3755,Claudie,1,0,test,200,0,2,0
3756,Grace,0,0,test,200,0,0,0
3757,Fredy,1,0,control,200,0,2,0
3758,Ramiro,1,0,control,200,0,2,0
3759,Chad,0,0,test,200,0,0,0
3760,Rebeka,0,0,test,200,0,0,0
3761,Nannie,0,0,test,200,0,0,0
3762,Eileen,1,0,test,200,0,2,0
3763,Kasey,1,0,test,200,0,2,0
3764,Arlo,0,0,test,200,0,0,0
3765,Blanche,0,0,control,200,0,0,0
3766,Eriberto,1,0,control,200,0,3,0
3767,Abel,0,0,control,200,0,0,0
3768,Judd,1,0,test,200,0,3,0
3769,Timothy,0,0,control,200,0,0,0
3770,Lamont,0,0,test,200,0,0,0
3771,Chance,0,0,control,200,0,0,0
3772,Estella,1,0,control,200,0,3,0
3773,Brandi,1,0,test,200,0,3,0
3774,Brenda,1,1,test,200,3,3,0
3775,Emmanuel,0,1,control,200,3,0,0
3776,Connie,1,0,test,200,0,3,0
3777,Herta,0,0,test,200,0,0,0
3778,Kathryne,1,0,control,200,0,4,0
3779,Lavina,1,0,test,200,0,4,0
3780,Kian,0,1,test,200,4,0,0
3781,Delta,1,0,control,200,0,4,0
3782,Bryana,1,0,control,200,0,4,0
3783,Lindsey,1,0,test,200,0,4,0
3784,Nelle,0,0,test,200,0,0,0
3785,Otilia,0,0,control,200,0,0,0
3786,Laney,1,1,test,200,4,4,0
3787,Muriel,1,0,control,200,0,4,0
3788,Mittie,1,0,control,200,0,5,0
3789,Saul,0,0,test,200,0,0,0
3790,Mariah,0,0,test,200,0,0,0
3791,Bianka,0,0,test,200,0,0,0
3792,Kristian,1,0,control,200,0,5,0
3793,Sonny,0,0,test,200,0,0,0
3794,Favian,1,0,test,200,0,5,0
3795,General,0,0,control,200,0,0,0
3796,Rhoda,0,0,test,200,0,0,0
3797,Reinhold,0,0,test,200,0,0,0
3798,Domenic,0,0,test,200,0,0,0
3799,Jena,1,0,test,200,0,5,0
3800,Marquise,1,0,control,200,0,6,0
3801,Assunta,0,0,control,200,0,0,0
3802,Eloise,1,0,test,200,0,6,0
3803,Jeffery,1,0,control,200,0,6,0
3804,Alexane,0,0,control,200,0,0,0
3805,Nathen,1,0,control,200,0,6,0
3806,Lucio,1,0,test,200,0,6,0
3807,Vicenta,0,0,control,200,0,0,0
3808,Jarod,0,0,test,200,0,0,0
3809,Jacinto,0,0,control,200,0,0,0
3810,Orval,0,0,control,200,0,0,0
3811,Hallie,1,0,control,200,0,6,0
3812,Randal,0,0,control,200,0,0,0
3813,Janice,1,1,control,200,6,6,0
3814,Matilde,1,0,test,200,0,7,0
3815,Melyna,0,0,test,200,0,0,0
3816,Mark,0,0,control,200,0,0,0
3817,Bell,1,0,test,200,0,7,0
3818,Ruben,1,0,control,200,0,7,0
3819,Adriel,0,0,control,200,0,0,0
3820,Leopold,0,0,test,200,0,0,0
3821,Hollis,0,0,control,200,0,0,0
3822,Ellen,1,0,test,200,0,7,0
3823,Casandra,1,0,control,200,0,7,0
3824,Jody,0,0,test,200,0,0,0
3825,Nash,0,0,test,200,0,0,0
3826,Randall,1,0,control,200,0,8,0
3827,Eula,0,0,control,200,0,0,0
3828,Abby,0,0,control,200,0,0,0
3829,Albina,0,0,test,200,0,0,0
3830,Patience,0,0,control,200,0,0,0
3831,Lola,1,0,test,200,0,8,0
3832,Lionel,0,0,test,200,0,0,0
3833,Katelin,0,0,test,200,0,0,0
3834,Desmond,0,0,test,200,0,0,0
3835,Willie,1,0,test,200,0,8,0
3836,Mckenzie,1,0,control,200,0,8,0
3837,Patricia,0,0,control,200,0,0,0
3838,Althea,1,0,control,200,0,9,0
3839,Ila,1,1,test,200,9,9,0
3840,Erin,0,0,control,200,0,0,0
3841,Dane,0,0,control,200,0,0,0
3842,Kailee,1,1,control,200,9,9,0
3843,Elwyn,0,0,test,200,0,0,0
3844,Eugenia,1,0,test,200,0,9,0
3845,Marshall,0,0,test,200,0,0,0
3846,Fernando,0,0,control,200,0,0,0
3847,Jon,1,0,test,200,0,9,0
3848,Schuyler,1,0,control,200,0,9,0
3849,Claude,0,0,test,200,0,0,0
3850,Mike,1,0,control,200,0,10,0
3851,Tito,1,1,test,200,10,10,0
3852,Wendy,0,0,control,200,0,0,0
3853,,0,0,control,200,0,0,0
3854,Korey,0,0,test,200,0,0,0
3855,Dillan,0,0,control,200,0,0,0
3856,Javier,1,0,control,200,0,10,0
3857,Dax,1,0,test,200,0,10,0
3858,Aida,1,0,test,200,0,10,0
3859,Liana,0,1,test,200,10,0,0
3860,Sabryna,1,0,test,200,0,10,0
3861,Willis,1,0,control,200,0,11,0
3862,Lorena,0,0,test,200,0,0,0
3863,Dolores,1,0,control,200,0,11,0
3864,Roel,0,0,test,200,0,0,0
3865,Vincenza,0,0,control,200,0,0,0
3866,Elna,1,0,control,200,0,11,0
3867,Gordon,1,0,test,200,0,11,0
3868,Pedro,0,0,test,200,0,0,0
3869,Johnpaul,0,0,control,200,0,0,0
3870,Stanley,0,0,test,200,0,0,0
3871,Stanley,1,0,test,200,0,11,0
3872,Elise,1,1,test,200,11,11,0
3873,Ashly,0,0,test,200,0,0,0
3874,Seth,0,1,control,200,12,0,0
3875,Luna,0,0,test,200,0,0,0
3876,Aubrey,1,1,test,200,12,12,0
3877,Jaunita,1,1,control,200,12,12,0
3878,Emmanuel,1,0,test,200,0,12,0
3879,Augustus,1,0,control,200,0,12,0
3880,Jon,1,1,test,200,12,12,0
3881,Clovis,0,0,test,200,0,0,0
3882,Helmer,0,0,control,200,0,0,0
3883,Keenan,0,0,test,200,0,0,0
3884,Agustina,1,1,control,200,13,13,0
3885,Fredy,0,0,control,200,0,0,0
3886,Nellie,0,0,test,200,0,0,0
3887,Thaddeus,0,0,test,200,0,0,0
3888,Rosario,1,0,test,200,0,13,0
3889,Corrine,1,0,control,200,0,13,0
3890,Ronny,1,0,control,200,0,13,0
3891,Shannon,1,0,control,200,0,13,0
3892,Leonie,1,0,control,200,0,13,0
3893,Rubie,0,0,test,200,0,0,0
3894,Bertrand,1,0,control,200,0,13,0
3895,Krystina,1,1,control,200,14,14,0
3896,Johann,1,0,control,200,0,14,0
3897,Elmo,1,1,control,200,14,14,0
3898,Delilah,1,0,test,200,0,14,0
3899,Makayla,1,0,test,200,0,14,0
3900,Mikel,1,0,control,200,0,14,0
3901,Chyna,1,0,test,200,0,14,0
3902,Anabel,0,0,test,200,0,0,0
3903,Kathlyn,1,1,control,200,14,14,0
3904,Evert,0,0,control,200,0,0,0
3905,Garnett,1,0,test,200,0,14,0
3906,Ronaldo,0,1,control,200,15,0,0
3907,Damaris,1,0,control,200,0,15,0
3908,Lincoln,1,0,test,200,0,15,0
3909,Antwon,1,0,control,200,0,15,0
3910,Maegan,1,0,test,200,0,15,0
3911,Gabriel,0,0,test,200,0,0,0
3912,Jevon,1,0,control,200,0,15,0
3913,Cali,1,1,control,200,15,15,0
3914,Nicolas,1,1,test,200,15,15,0
3915,Jayme,0,0,control,200,0,0,0
3916,Isom,1,0,control,200,0,15,0
3917,Pamela,1,0,test,200,0,16,0
3918,Hector,1,0,control,200,0,16,0
3919,Berneice,1,0,test,200,0,16,0
3920,Alicia,0,0,test,200,0,0,0
3921,Evert,1,0,test,200,0,16,0
3922,Trever,1,0,control,200,0,16,0
3923,Jena,1,1,test,200,16,16,0
3924,Alvena,1,0,test,200,0,16,0
3925,Skylar,0,0,test,200,0,0,0
3926,Kraig,1,0,test,200,0,16,0
3927,Karson,1,0,test,200,0,16,0
3928,Darius,0,0,control,200,0,0,0
3929,Mattie,1,0,control,200,0,17,0
3930,Moriah,1,1,control,200,17,17,0
3931,Arno,1,0,control,200,0,17,0
3932,Lamont,1,1,control,200,17,17,0
3933,,0,0,test,200,0,0,0
3934,Elinore,1,0,test,200,0,17,0
3935,Zoila,0,0,control,200,0,0,0
3936,Madaline,1,0,test,200,0,17,0
3937,Allene,1,0,control,200,0,17,0
3938,Laverne,0,0,control,200,0,0,0
3939,Alana,1,0,control,200,0,17,0
3940,Deondre,1,0,control,200,0,17,0
3941,Jordi,0,0,control,200,0,0,0
3942,Mckenzie,1,0,control,200,0,18,0
3943,Guillermo,0,0,test,200,0,0,0
3944,Fausto,1,0,control,200,0,18,0
3945,Jonatan,1,0,control,200,0,18,0
3946,Stephany,1,0,test,200,0,18,0
3947,Teresa,0,0,test,200,0,0,0
3948,Austyn,0,0,test,200,0,0,0
3949,Rowland,1,1,control,200,18,18,0
3950,Andy,1,0,test,200,0,18,0
3951,Rudy,0,0,test,200,0,0,0
3952,Gilberto,1,0,test,200,0,19,0
3953,Darien,0,0,test,200,0,0,0
3954,,0,0,control,200,0,0,0
3955,Josh,1,0,test,200,0,19,0
3956,Bernita,0,0,control,200,0,0,0
3957,Delia,1,0,test,200,0,19,0
3958,Kobe,1,0,control,200,0,19,0
3959,Jeramie,0,0,test,200,0,0,0
3960,Leif,1,0,control,200,0,19,0
3961,Makenna,1,0,control,200,0,19,0
3962,Khalil,1,0,test,200,0,20,0
3963,Mekhi,0,0,test,200,0,0,0
3964,Ola,1,0,test,200,0,20,0
3965,Eula,1,0,control,200,0,20,0
3966,Sherwood,0,0,control,200,0,0,0
3967,Makayla,1,0,test,200,0,20,0
3968,Demond,0,0,control,200,0,0,0
3969,Ezekiel,0,0,test,200,0,0,0
3970,Willy,1,0,test,200,0,20,0
3971,Nicklaus,1,0,test,200,0,20,0
3972,Donavon,1,1,test,200,20,20,0
3973,Uriel,1,0,control,200,0,20,0
3974,Keyon,1,0,control,200,0,20,0
3975,Jana,0,0,control,200,0,0,0
3976,Arely,0,0,test,200,0,0,0
3977,Deborah,0,0,control,200,0,0,0
3978,Tyrique,0,0,control,200,0,0,0
3979,Leta,1,0,test,200,0,21,0
3980,Ryley,1,0,control,200,0,21,0
3981,Kassandra,1,0,test,200,0,21,0
3982,Kyle,1,0,test,200,0,21,0
3983,Eulalia,0,0,test,200,0,0,0
3984,Linnie,0,0,control,200,0,0,0
3985,Jaime,0,0,control,200,0,0,0
3986,Lula,1,0,control,200,0,21,0
3987,Mabelle,0,0,control,200,0,0,0
3988,Elsa,1,0,control,200,0,22,0
3989,Madalyn,1,1,control,200,22,22,0
3990,Jonas,1,0,control,200,0,22,0
3991,Addie,0,0,control,200,0,0,0
3992,Clovis,0,1,control,200,22,0,0
3993,Katelyn,0,0,control,200,0,0,0
3994,Keyshawn,1,0,control,200,0,22,0
3995,Litzy,1,0,control,200,0,22,0
3996,Erwin,1,1,test,200,22,22,0
3997,Jovani,1,0,test,200,0,22,0
3998,,0,0,control,200,0,0,0
3999,Berta,1,0,test,200,0,23,0
4000,Mikel,1,0,test,200,0,23,0
4001,Ernesto,0,0,control,200,0,0,0
4002,Evalyn,0,0,test,200,0,0,0
4003,Johanna,1,0,test,200,0,23,0
4004,Morton,1,0,control,200,0,23,0
4005,Kendrick,0,0,test,200,0,0,0
4006,Jose,1,0,control,200,0,23,0
4007,Sadie,1,0,control,200,0,23,0
4008,Abigale,0,0,control,200,0,0,0
4009,Nannie,1,0,control,200,0,23,0
4010,Dawson,1,0,test,200,0,0,0
4011,Wilson,1,0,test,200,0,0,0
4012,Megane,0,1,test,200,0,0,0
4013,Junior,0,0,test,200,0,0,0
4014,Elisa,0,0,test,200,0,0,0
4015,Marcelo,0,0,control,200,0,0,0
4016,,1,0,test,200,0,0,0
4017,Nicolette,1,0,test,200,0,0,0
4018,Baby,1,0,test,200,0,0,0
4019,Clementine,1,0,test,200,0,0,0
4020,Josue,1,0,control,200,0,0,0
4021,Cooper,1,0,control,200,0,0,0
4022,Violet,1,0,control,200,0,1,0
4023,Hal,1,0,test,200,0,1,0
4024,Alberto,1,0,test,200,0,1,0
4025,Rosetta,1,1,test,200,1,1,0
4026,Clement,1,0,test,200,0,1,0
4027,Connor,0,0,control,200,0,0,0
4028,Brooks,1,1,test,200,1,1,0
4029,Kristy,0,1,control,200,1,0,0
4030,Rosanna,1,1,control,200,1,1,0
4031,Mavis,1,1,control,200,1,1,0
4032,Easton,0,0,test,200,0,0,0
4033,Baby,0,0,test,200,0,0,0
4034,Vita,1,0,control,200,0,1,0
4035,Stephon,1,1,test,200,2,2,0
4036,Santos,1,0,test,200,0,2,0
4037,Bridgette,0,0,control,200,0,0,0
4038,Santos,1,1,control,200,2,2,0
4039,Carolyn,1,0,control,200,0,2,0
4040,Noel,1,0,test,200,0,2,0
4041,Deanna,1,0,control,200,0,2,0
4042,Emiliano,0,0,control,200,0,0,0
4043,Dan,1,0,control,200,0,2,0
4044,Geovanny,1,0,control,200,0,2,0
4045,Eladio,1,0,test,200,0,3,0
4046,Cassandre,0,0,test,200,0,0,0
4047,Kariane,1,0,control,200,0,3,0
4048,Kayden,0,0,test,200,0,0,0
4049,Josue,1,1,test,200,3,3,0
4050,Anais,1,0,test,200,0,3,0
4051,Kathryn,0,0,control,200,0,0,0
4052,Maiya,1,0,control,200,0,3,0
4053,Aimee,1,0,test,200,0,3,0
4054,Shea,0,0,control,200,0,0,0
4055,Gennaro,1,0,test,200,0,3,0
4056,,0,0,control,200,0,0,0
4057,Elwyn,1,0,test,200,0,4,0
4058,,0,0,test,200,0,0,0
4059,Baby,0,0,control,200,0,0,0
4060,Eldridge,1,0,test,200,0,4,0
4061,Vergie,0,0,test,200,0,0,0
4062,Aaron,0,0,test,200,0,0,0
4063,Rex,1,0,control,200,0,4,0
4064,Aileen,0,0,test,200,0,0,0
4065,Myriam,1,0,control,200,0,4,0
4066,Caitlyn,1,1,control,200,4,4,0
4067,,1,0,test,200,0,4,0
4068,Jamie,0,0,control,200,0,0,0
4069,Bruce,1,0,control,200,0,5,0
4070,Libbie,1,1,test,200,5,5,0
4071,Terry,1,0,test,200,0,5,0
4072,Nasir,0,1,control,200,5,0,0
4073,Noemy,0,0,test,200,0,0,0
4074,Dasia,0,0,control,200,0,0,0
4075,,1,0,control,200,0,5,0
4076,Alexandrine,1,0,control,200,0,5,0
4077,Heber,1,0,control,200,0,5,0
4078,Isabell,0,0,test,200,0,0,0
4079,Pat,0,0,test,200,0,0,0
4080,Columbus,1,0,control,200,0,6,0
4081,,0,0,control,200,0,0,0
4082,Stewart,0,0,test,200,0,0,0
4083,Sebastian,1,1,control,200,6,6,0
4084,Jessy,1,0,test,200,0,6,0
4085,Mariah,0,0,test,200,0,0,0
4086,Brycen,0,0,test,200,0,0,0
4087,Joey,0,0,control,200,0,0,0
4088,Amie,1,0,control,200,0,6,0
4089,Leonie,1,0,control,200,0,6,0
4090,Hailee,0,0,control,200,0,0,0
4091,Jacinto,0,1,control,200,6,0,0
4092,Lonie,1,0,control,200,0,7,0
4093,Katheryn,1,0,test,200,0,7,0
4094,Faye,0,0,test,200,0,0,0
4095,Elyse,0,0,control,200,0,0,0
4096,Asha,0,0,test,200,0,0,0
4097,Burnice,1,0,test,200,0,7,0
4098,Novella,1,1,control,200,7,7,0
4099,Billy,0,0,control,200,0,0,0
4100,Wilma,0,0,test,200,0,0,0
4101,Katrina,1,0,control,200,0,7,0
4102,Dino,0,0,control,200,0,0,0
4103,Bernadette,1,0,control,200,0,7,0
4104,Winston,1,0,test,200,0,7,0
4105,Elenora,0,0,test,200,0,0,0
4106,London,0,0,control,200,0,0,0
4107,Patsy,0,0,test,200,0,0,0
4108,Jeremie,1,0,test,200,0,8,0
4109,Talia,0,1,control,200,8,0,0
4110,Braden,0,0,control,200,0,0,0
4111,Noel,0,0,test,200,0,0,0
4112,Gisselle,1,1,test,200,8,8,0
4113,Fleta,1,0,test,200,0,8,0
4114,Chyna,1,0,test,200,0,9,0
4115,Austin,0,0,test,200,0,0,0
4116,,0,0,control,200,0,0,0
4117,Cassandra,0,0,test,200,0,0,0
4118,Alexander,0,0,test,200,0,0,0
4119,Christiana,0,0,test,200,0,0,0
4120,Reese,0,0,control,200,0,0,0
4121,Sharon,0,0,test,200,0,0,0
4122,Noah,0,0,control,200,0,0,0
4123,Freeda,0,0,control,200,0,0,0
4124,Estel,1,0,test,200,0,9,0
4125,Braulio,1,0,control,200,0,10,0
4126,Yolanda,1,0,control,200,0,10,0
4127,Keeley,0,0,test,200,0,0,0
4128,Dillon,0,0,control,200,0,0,0
4129,Wilton,1,0,test,200,0,10,0
4130,Delphia,0,0,test,200,0,0,0
4131,Maymie,0,1,test,200,10,0,0
4132,Nathanial,1,0,test,200,0,10,0
4133,Randall,0,0,control,200,0,0,0
4134,Madge,0,0,control,200,0,0,0
4135,Kara,1,0,control,200,0,10,0
4136,Adolf,0,0,test,200,0,0,0
4137,Mafalda,0,0,control,200,0,0,0
4138,Alisa,0,0,test,200,0,0,0
4139,Maxwell,0,0,control,200,0,0,0
4140,Deontae,1,0,test,200,0,11,0
4141,Abbey,0,0,control,200,0,0,0
4142,Devonte,1,0,test,200,0,11,0
4143,Neva,0,0,test,200,0,0,0
4144,Finn,0,0,test,200,0,0,0
4145,Carley,0,0,test,200,0,0,0
4146,Kamren,0,0,control,200,0,0,0
4147,Ivah,1,0,test,200,0,11,0
4148,Walter,1,0,control,200,0,12,0
4149,Kieran,1,1,test,200,12,12,0
4150,Ines,1,0,test,200,0,12,0
4151,Monique,0,0,test,200,0,0,0
4152,Ettie,1,0,control,200,0,12,0
4153,Reid,0,0,control,200,0,0,0
4154,Eloise,1,0,control,200,0,12,0
4155,Dillan,0,0,test,200,0,0,0
4156,Jolie,0,0,control,200,0,0,0
4157,Alene,1,0,test,200,0,12,0
4158,Jeffery,0,0,test,200,0,0,0
4159,Destany,1,0,control,200,0,13,0
4160,Freeda,0,0,test,200,0,0,0
4161,Ruthe,0,0,test,200,0,0,0
4162,Sebastian,0,0,test,200,0,0,0
4163,Norene,1,0,control,200,0,13,0
4164,Danika,1,0,test,200,0,13,0
4165,Ardith,0,0,control,200,0,0,0
4166,Zita,1,0,test,200,0,13,0
4167,Kallie,0,0,test,200,0,0,0
4168,Ari,1,1,test,200,13,13,0
4169,Tyreek,0,0,test,200,0,0,0
4170,Kyler,0,0,test,200,0,0,0
4171,Maudie,1,0,control,200,0,13,0
4172,Sylvia,0,0,control,200,0,0,0
4173,Trent,0,0,test,200,0,0,0
4174,Lizzie,1,0,control,200,0,14,0
4175,Carmella,1,0,control,200,0,14,0
4176,Anastacio,1,0,control,200,0,14,0
4177,Elvie,1,0,control,200,0,14,0
4178,Blaze,0,0,control,200,0,0,0
4179,Cayla,0,0,control,200,0,0,0
4180,Laurianne,1,0,control,200,0,14,0
4181,Favian,1,0,test,200,0,15,0
4182,Caterina,0,0,test,200,0,0,0
4183,Leanne,1,0,control,200,0,15,0
4184,Gianni,1,1,control,200,15,15,0
4185,Marcella,1,0,control,200,0,15,0
4186,Dortha,1,1,control,200,15,15,0
4187,Trey,0,0,test,200,0,0,0
4188,Jovan,0,0,test,200,0,0,0
4189,Dina,1,0,control,200,0,15,0
4190,Raquel,0,0,control,200,0,0,0
4191,Brain,0,0,control,200,0,0,0
4192,Preston,0,0,control,200,0,0,0
4193,Darion,0,0,control,200,0,0,0
4194,Keith,1,0,control,200,0,15,0
4195,Abbigail,1,1,control,200,16,16,0
4196,Delmer,0,0,control,200,0,0,0
4197,Queenie,1,1,control,200,16,16,0
4198,Clementina,1,0,control,200,0,16,0
4199,Louie,0,0,test,200,0,0,0
4200,Dorthy,0,0,test,200,0,0,0
4201,Georgianna,1,1,test,200,16,16,0
4202,Lela,1,0,control,200,0,16,0
4203,Colt,0,0,test,200,0,0,0
4204,Rico,0,0,control,200,0,0,0
4205,Ocie,0,0,test,200,0,0,0
4206,Viviane,0,0,test,200,0,0,0
4207,,0,0,control,200,0,0,0
4208,Boris,0,0,test,200,0,0,0
4209,,0,0,control,200,0,0,0
4210,Wallace,0,0,test,200,0,0,0
4211,Osborne,1,0,control,200,0,17,0
4212,Danika,0,0,test,200,0,0,0
4213,Verda,0,0,control,200,0,0,0
4214,Abigayle,0,0,control,200,0,0,0
4215,Mohammed,0,0,test,200,0,0,0
4216,Aryanna,0,0,test,200,0,0,0
4217,Elyssa,1,1,control,200,17,17,0
4218,Manley,0,0,test,200,0,0,0
4219,Vickie,0,0,control,200,0,0,0
4220,Danyka,1,0,control,200,0,18,0
4221,Hosea,1,1,test,200,18,18,0
4222,Bianka,0,0,test,200,0,0,0
